match_id,tournament,year,draw,round,player1,player2,result,match_played,result_source,public_video_count,verified_official_full_video_count,candidate_full_video_count,coverage_status
australian-open-2007-women-qf-kim-clijsters-martina-hingis,Australian Open,2007,women,QF,Kim Clijsters,Martina Hingis,3-6 6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2007-women-qf-lucie-safarova-nicole-vaidisova,Australian Open,2007,women,QF,Lucie Safarova,Nicole Vaidisova,6-1 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2007-women-qf-serena-williams-shahar-peer,Australian Open,2007,women,QF,Serena Williams,Shahar Peer,3-6 6-2 8-6,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2007-women-sf-kim-clijsters-maria-sharapova,Australian Open,2007,women,SF,Kim Clijsters,Maria Sharapova,6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2007-women-sf-nicole-vaidisova-serena-williams,Australian Open,2007,women,SF,Nicole Vaidisova,Serena Williams,7-6(5) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2007-women-f-maria-sharapova-serena-williams,Australian Open,2007,women,F,Maria Sharapova,Serena Williams,6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2008-men-qf-david-ferrer-novak-djokovic,Australian Open,2008,men,QF,David Ferrer,Novak Djokovic,6-0 6-3 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2008-men-qf-james-blake-roger-federer,Australian Open,2008,men,QF,James Blake,Roger Federer,7-5 7-6(5) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2008-men-qf-jarkko-nieminen-rafael-nadal,Australian Open,2008,men,QF,Jarkko Nieminen,Rafael Nadal,7-5 6-3 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2008-men-qf-jo-wilfried-tsonga-mikhail-youzhny,Australian Open,2008,men,QF,Jo-Wilfried Tsonga,Mikhail Youzhny,7-5 6-0 7-6(6),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2008-men-sf-jo-wilfried-tsonga-rafael-nadal,Australian Open,2008,men,SF,Jo-Wilfried Tsonga,Rafael Nadal,6-2 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2008-men-sf-novak-djokovic-roger-federer,Australian Open,2008,men,SF,Novak Djokovic,Roger Federer,7-5 6-3 7-6(5),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2008-men-f-jo-wilfried-tsonga-novak-djokovic,Australian Open,2008,men,F,Jo-Wilfried Tsonga,Novak Djokovic,4-6 6-4 6-3 7-6(2),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2008-women-qf-agnieszka-radwanska-daniela-hantuchova,Australian Open,2008,women,QF,Agnieszka Radwanska,Daniela Hantuchova,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2008-women-qf-ana-ivanovic-venus-williams,Australian Open,2008,women,QF,Ana Ivanovic,Venus Williams,7-6(3) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2008-women-qf-jelena-jankovic-serena-williams,Australian Open,2008,women,QF,Jelena Jankovic,Serena Williams,6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2008-women-qf-justine-henin-maria-sharapova,Australian Open,2008,women,QF,Justine Henin,Maria Sharapova,6-4 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2008-women-sf-ana-ivanovic-daniela-hantuchova,Australian Open,2008,women,SF,Ana Ivanovic,Daniela Hantuchova,0-6 6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2008-women-sf-jelena-jankovic-maria-sharapova,Australian Open,2008,women,SF,Jelena Jankovic,Maria Sharapova,6-3 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2008-women-f-ana-ivanovic-maria-sharapova,Australian Open,2008,women,F,Ana Ivanovic,Maria Sharapova,7-5 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2009-men-qf-andy-roddick-novak-djokovic,Australian Open,2009,men,QF,Andy Roddick,Novak Djokovic,6-7(3) 6-4 6-2 2-1 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2009-men-qf-fernando-verdasco-jo-wilfried-tsonga,Australian Open,2009,men,QF,Fernando Verdasco,Jo-Wilfried Tsonga,7-6(2) 3-6 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2009-men-qf-gilles-simon-rafael-nadal,Australian Open,2009,men,QF,Gilles Simon,Rafael Nadal,6-2 7-5 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2009-men-qf-juan-martin-del-potro-roger-federer,Australian Open,2009,men,QF,Juan Martin del Potro,Roger Federer,6-3 6-0 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2009-men-sf-andy-roddick-roger-federer,Australian Open,2009,men,SF,Andy Roddick,Roger Federer,6-2 7-5 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,1,public_full_match_candidate
australian-open-2009-men-sf-fernando-verdasco-rafael-nadal,Australian Open,2009,men,SF,Fernando Verdasco,Rafael Nadal,6-7(4) 6-4 7-6(2) 6-7(1) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),5,0,1,public_full_match_candidate
australian-open-2009-men-f-rafael-nadal-roger-federer,Australian Open,2009,men,F,Rafael Nadal,Roger Federer,7-5 3-6 7-6(3) 3-6 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,2,1,verified_official_full_match
australian-open-2009-women-qf-carla-suarez-navarro-elena-dementieva,Australian Open,2009,women,QF,Carla Suarez Navarro,Elena Dementieva,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2009-women-qf-dinara-safina-jelena-dokic,Australian Open,2009,women,QF,Dinara Safina,Jelena Dokic,6-4 4-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2009-women-qf-marion-bartoli-vera-zvonareva,Australian Open,2009,women,QF,Marion Bartoli,Vera Zvonareva,6-3 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2009-women-qf-serena-williams-svetlana-kuznetsova,Australian Open,2009,women,QF,Serena Williams,Svetlana Kuznetsova,5-7 7-5 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2009-women-sf-dinara-safina-vera-zvonareva,Australian Open,2009,women,SF,Dinara Safina,Vera Zvonareva,6-3 7-6(4),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2009-women-sf-elena-dementieva-serena-williams,Australian Open,2009,women,SF,Elena Dementieva,Serena Williams,6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,2,public_full_match_candidate
australian-open-2009-women-f-dinara-safina-serena-williams,Australian Open,2009,women,F,Dinara Safina,Serena Williams,6-0 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,2,public_full_match_candidate
australian-open-2010-men-qf-andy-murray-rafael-nadal,Australian Open,2010,men,QF,Andy Murray,Rafael Nadal,6-3 7-6(2) 3-0 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2010-men-qf-andy-roddick-marin-cilic,Australian Open,2010,men,QF,Andy Roddick,Marin Cilic,7-6(4) 6-3 3-6 2-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2010-men-qf-jo-wilfried-tsonga-novak-djokovic,Australian Open,2010,men,QF,Jo-Wilfried Tsonga,Novak Djokovic,7-6(8) 6-7(5) 1-6 6-3 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2010-men-qf-nikolay-davydenko-roger-federer,Australian Open,2010,men,QF,Nikolay Davydenko,Roger Federer,2-6 6-3 6-0 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2010-men-sf-andy-murray-marin-cilic,Australian Open,2010,men,SF,Andy Murray,Marin Cilic,3-6 6-4 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2010-men-sf-jo-wilfried-tsonga-roger-federer,Australian Open,2010,men,SF,Jo-Wilfried Tsonga,Roger Federer,6-2 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2010-men-f-andy-murray-roger-federer,Australian Open,2010,men,F,Andy Murray,Roger Federer,6-3 6-4 7-6(11),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2010-women-qf-jie-zheng-maria-kirilenko,Australian Open,2010,women,QF,Jie Zheng,Maria Kirilenko,6-1 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2010-women-qf-justine-henin-nadia-petrova,Australian Open,2010,women,QF,Justine Henin,Nadia Petrova,7-6(3) 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2010-women-qf-na-li-venus-williams,Australian Open,2010,women,QF,Na Li,Venus Williams,2-6 7-6(4) 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2010-women-qf-serena-williams-victoria-azarenka,Australian Open,2010,women,QF,Serena Williams,Victoria Azarenka,4-6 7-6(4) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2010-women-sf-jie-zheng-justine-henin,Australian Open,2010,women,SF,Jie Zheng,Justine Henin,6-1 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2010-women-sf-na-li-serena-williams,Australian Open,2010,women,SF,Na Li,Serena Williams,7-6(4) 7-6(1),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2010-women-f-justine-henin-serena-williams,Australian Open,2010,women,F,Justine Henin,Serena Williams,6-4 3-6 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2011-men-qf-alexandr-dolgopolov-andy-murray,Australian Open,2011,men,QF,Alexandr Dolgopolov,Andy Murray,7-5 6-3 6-7(3) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2011-men-qf-david-ferrer-rafael-nadal,Australian Open,2011,men,QF,David Ferrer,Rafael Nadal,6-4 6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2011-men-qf-novak-djokovic-tomas-berdych,Australian Open,2011,men,QF,Novak Djokovic,Tomas Berdych,6-1 7-6(5) 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2011-men-qf-roger-federer-stan-wawrinka,Australian Open,2011,men,QF,Roger Federer,Stan Wawrinka,6-1 6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2011-men-sf-andy-murray-david-ferrer,Australian Open,2011,men,SF,Andy Murray,David Ferrer,4-6 7-6(2) 6-1 7-6(2),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,1,public_full_match_candidate
australian-open-2011-men-sf-novak-djokovic-roger-federer,Australian Open,2011,men,SF,Novak Djokovic,Roger Federer,7-6(3) 7-5 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2011-men-f-andy-murray-novak-djokovic,Australian Open,2011,men,F,Andy Murray,Novak Djokovic,6-4 6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2011-women-qf-agnieszka-radwanska-kim-clijsters,Australian Open,2011,women,QF,Agnieszka Radwanska,Kim Clijsters,6-3 7-6(4),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2011-women-qf-andrea-petkovic-na-li,Australian Open,2011,women,QF,Andrea Petkovic,Na Li,6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2011-women-qf-caroline-wozniacki-francesca-schiavone,Australian Open,2011,women,QF,Caroline Wozniacki,Francesca Schiavone,3-6 6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2011-women-qf-petra-kvitova-vera-zvonareva,Australian Open,2011,women,QF,Petra Kvitova,Vera Zvonareva,6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2011-women-sf-caroline-wozniacki-na-li,Australian Open,2011,women,SF,Caroline Wozniacki,Na Li,3-6 7-5 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2011-women-sf-kim-clijsters-vera-zvonareva,Australian Open,2011,women,SF,Kim Clijsters,Vera Zvonareva,6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2011-women-f-kim-clijsters-na-li,Australian Open,2011,women,F,Kim Clijsters,Na Li,3-6 6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-men-qf-andy-murray-kei-nishikori,Australian Open,2012,men,QF,Andy Murray,Kei Nishikori,6-3 6-3 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-men-qf-david-ferrer-novak-djokovic,Australian Open,2012,men,QF,David Ferrer,Novak Djokovic,6-4 7-6(4) 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2012-men-qf-juan-martin-del-potro-roger-federer,Australian Open,2012,men,QF,Juan Martin del Potro,Roger Federer,6-4 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2012-men-qf-rafael-nadal-tomas-berdych,Australian Open,2012,men,QF,Rafael Nadal,Tomas Berdych,6-7(5) 7-6(6) 6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-men-sf-andy-murray-novak-djokovic,Australian Open,2012,men,SF,Andy Murray,Novak Djokovic,6-3 3-6 6-7(4) 6-1 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2012-men-sf-rafael-nadal-roger-federer,Australian Open,2012,men,SF,Rafael Nadal,Roger Federer,6-7(5) 6-2 7-6(5) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,1,1,verified_official_full_match
australian-open-2012-men-f-novak-djokovic-rafael-nadal,Australian Open,2012,men,F,Novak Djokovic,Rafael Nadal,5-7 6-4 6-2 6-7(5) 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,1,1,verified_official_full_match
australian-open-2012-women-qf-agnieszka-radwanska-victoria-azarenka,Australian Open,2012,women,QF,Agnieszka Radwanska,Victoria Azarenka,6-7(0) 6-0 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-women-qf-caroline-wozniacki-kim-clijsters,Australian Open,2012,women,QF,Caroline Wozniacki,Kim Clijsters,6-3 7-6(4),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2012-women-qf-kate-makarova-maria-sharapova,Australian Open,2012,women,QF,Kate Makarova,Maria Sharapova,6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2012-women-qf-petra-kvitova-sara-errani,Australian Open,2012,women,QF,Petra Kvitova,Sara Errani,6-4 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2012-women-sf-kim-clijsters-victoria-azarenka,Australian Open,2012,women,SF,Kim Clijsters,Victoria Azarenka,6-4 1-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-women-sf-maria-sharapova-petra-kvitova,Australian Open,2012,women,SF,Maria Sharapova,Petra Kvitova,6-2 3-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2012-women-f-maria-sharapova-victoria-azarenka,Australian Open,2012,women,F,Maria Sharapova,Victoria Azarenka,6-3 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2013-men-qf-andy-murray-jeremy-chardy,Australian Open,2013,men,QF,Andy Murray,Jeremy Chardy,6-4 6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,2,public_full_match_candidate
australian-open-2013-men-qf-david-ferrer-nicolas-almagro,Australian Open,2013,men,QF,David Ferrer,Nicolas Almagro,4-6 4-6 7-5 7-6(4) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2013-men-qf-jo-wilfried-tsonga-roger-federer,Australian Open,2013,men,QF,Jo-Wilfried Tsonga,Roger Federer,7-6(4) 4-6 7-6(4) 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2013-men-qf-novak-djokovic-tomas-berdych,Australian Open,2013,men,QF,Novak Djokovic,Tomas Berdych,6-1 4-6 6-1 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2013-men-sf-andy-murray-roger-federer,Australian Open,2013,men,SF,Andy Murray,Roger Federer,6-4 6-7(5) 6-3 6-7(2) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2013-men-sf-david-ferrer-novak-djokovic,Australian Open,2013,men,SF,David Ferrer,Novak Djokovic,6-2 6-2 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2013-men-f-andy-murray-novak-djokovic,Australian Open,2013,men,F,Andy Murray,Novak Djokovic,6-7(2) 7-6(3) 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2013-women-qf-agnieszka-radwanska-na-li,Australian Open,2013,women,QF,Agnieszka Radwanska,Na Li,7-5 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2013-women-qf-kate-makarova-maria-sharapova,Australian Open,2013,women,QF,Kate Makarova,Maria Sharapova,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2013-women-qf-serena-williams-sloane-stephens,Australian Open,2013,women,QF,Serena Williams,Sloane Stephens,3-6 7-5 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2013-women-qf-svetlana-kuznetsova-victoria-azarenka,Australian Open,2013,women,QF,Svetlana Kuznetsova,Victoria Azarenka,7-5 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2013-women-sf-maria-sharapova-na-li,Australian Open,2013,women,SF,Maria Sharapova,Na Li,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2013-women-sf-sloane-stephens-victoria-azarenka,Australian Open,2013,women,SF,Sloane Stephens,Victoria Azarenka,6-1 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2013-women-f-na-li-victoria-azarenka,Australian Open,2013,women,F,Na Li,Victoria Azarenka,4-6 6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-men-qf-andy-murray-roger-federer,Australian Open,2014,men,QF,Andy Murray,Roger Federer,6-3 6-4 6-7(6) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-men-qf-david-ferrer-tomas-berdych,Australian Open,2014,men,QF,David Ferrer,Tomas Berdych,6-1 6-4 2-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2014-men-qf-grigor-dimitrov-rafael-nadal,Australian Open,2014,men,QF,Grigor Dimitrov,Rafael Nadal,3-6 7-6(3) 7-6(7) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,2,public_full_match_candidate
australian-open-2014-men-qf-novak-djokovic-stan-wawrinka,Australian Open,2014,men,QF,Novak Djokovic,Stan Wawrinka,2-6 6-4 6-2 3-6 9-7,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-men-sf-rafael-nadal-roger-federer,Australian Open,2014,men,SF,Rafael Nadal,Roger Federer,7-6(4) 6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-men-sf-stan-wawrinka-tomas-berdych,Australian Open,2014,men,SF,Stan Wawrinka,Tomas Berdych,6-3 6-7(1) 7-6(3) 7-6(4),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,3,public_full_match_candidate
australian-open-2014-men-f-rafael-nadal-stan-wawrinka,Australian Open,2014,men,F,Rafael Nadal,Stan Wawrinka,6-3 6-2 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-women-qf-agnieszka-radwanska-victoria-azarenka,Australian Open,2014,women,QF,Agnieszka Radwanska,Victoria Azarenka,6-1 5-7 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2014-women-qf-ana-ivanovic-eugenie-bouchard,Australian Open,2014,women,QF,Ana Ivanovic,Eugenie Bouchard,5-7 7-5 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2014-women-qf-dominika-cibulkova-simona-halep,Australian Open,2014,women,QF,Dominika Cibulkova,Simona Halep,6-3 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2014-women-qf-flavia-pennetta-na-li,Australian Open,2014,women,QF,Flavia Pennetta,Na Li,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2014-women-sf-agnieszka-radwanska-dominika-cibulkova,Australian Open,2014,women,SF,Agnieszka Radwanska,Dominika Cibulkova,6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2014-women-sf-eugenie-bouchard-na-li,Australian Open,2014,women,SF,Eugenie Bouchard,Na Li,6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2014-women-f-dominika-cibulkova-na-li,Australian Open,2014,women,F,Dominika Cibulkova,Na Li,7-6(3) 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-men-qf-andy-murray-nick-kyrgios,Australian Open,2015,men,QF,Andy Murray,Nick Kyrgios,6-3 7-6(5) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-men-qf-kei-nishikori-stan-wawrinka,Australian Open,2015,men,QF,Kei Nishikori,Stan Wawrinka,6-3 6-4 7-6(6),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2015-men-qf-milos-raonic-novak-djokovic,Australian Open,2015,men,QF,Milos Raonic,Novak Djokovic,7-6(5) 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-men-qf-rafael-nadal-tomas-berdych,Australian Open,2015,men,QF,Rafael Nadal,Tomas Berdych,6-2 6-0 7-6(5),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2015-men-sf-andy-murray-tomas-berdych,Australian Open,2015,men,SF,Andy Murray,Tomas Berdych,6-7(6) 6-0 6-3 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-men-sf-novak-djokovic-stan-wawrinka,Australian Open,2015,men,SF,Novak Djokovic,Stan Wawrinka,7-6(1) 3-6 6-4 4-6 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-men-f-andy-murray-novak-djokovic,Australian Open,2015,men,F,Andy Murray,Novak Djokovic,7-6(5) 6-7(4) 6-3 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-women-qf-dominika-cibulkova-serena-williams,Australian Open,2015,women,QF,Dominika Cibulkova,Serena Williams,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2015-women-qf-eugenie-bouchard-maria-sharapova,Australian Open,2015,women,QF,Eugenie Bouchard,Maria Sharapova,6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-women-qf-kate-makarova-simona-halep,Australian Open,2015,women,QF,Kate Makarova,Simona Halep,6-4 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2015-women-qf-madison-keys-venus-williams,Australian Open,2015,women,QF,Madison Keys,Venus Williams,6-3 4-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
